N,P,K,temperature,humidity,ph,rainfall,label
131,48,63,34.79,63.31,6.46,158.39,onion
82,48,41,33.56,63.47,6.98,189.65,onion
107,46,77,27.06,70.09,6.28,51.28,onion
111,44,42,27.65,83.32,6.8,97.33,onion
91,75,66,24.26,66.25,7.36,61.44,onion
131,55,66,31.96,86.5,5.93,170.97,onion
96,48,75,28.9,66.54,6.87,118.84,onion
126,50,65,26.28,82.98,5.89,92.09,onion
119,64,42,28.03,85.08,7.24,132.7,orange
113,59,90,30.72,78.44,6.45,110.48,orange
87,51,74,24.13,73.72,6.8,122.44,orange
72,62,97,30.02,65.9,6.59,231.52,orange
92,43,71,33.11,66.21,5.83,234.97,orange
119,61,87,27.67,73.92,6.86,237.93,orange
99,66,50,29.64,81.64,5.6,183.21,orange
65,79,99,34.1,77.1,6.33,155.6,orange
90,57,68,23.5,68.98,7.5,124.34,orange
119,56,90,27.42,63.91,7.04,159.69,orange
87,58,84,27.32,89.99,6.01,103.34,orange
104,60,90,24.25,79.92,6.32,194.81,orange
62,57,84,20.71,88.59,6.87,159.0,orange
77,72,96,26.93,79.13,7.46,139.3,orange
98,66,100,33.4,76.02,5.66,104.12,orange
118,71,43,31.56,78.57,6.29,137.82,orange
79,60,96,22.66,65.45,6.19,164.19,orange
116,53,48,21.69,75.32,5.54,192.16,orange
87,69,84,28.57,83.13,6.61,116.01,orange
69,68,42,30.73,61.77,7.2,198.83,orange
85,46,64,24.16,77.05,7.04,181.65,orange
104,78,65,28.92,73.76,7.47,129.43,orange
114,65,59,23.79,75.91,6.6,157.57,orange
61,75,77,24.35,76.24,5.69,143.4,orange
79,69,91,34.31,67.46,6.73,237.13,orange
92,68,73,26.11,70.83,6.35,189.21,orange
86,56,99,28.03,75.9,7.34,236.65,orange
90,79,95,22.74,74.52,6.99,235.33,orange
63,68,40,20.19,63.09,6.43,152.51,orange
104,56,88,20.35,79.49,7.23,239.04,orange
104,43,44,22.65,73.32,7.18,193.68,orange
108,42,87,33.04,63.08,7.25,113.44,orange
99,48,80,34.09,60.03,6.87,183.19,orange
102,70,73,26.96,81.49,6.81,219.65,orange
73,43,99,34.59,60.34,6.4,139.74,orange
71,59,64,20.15,70.3,7.04,240.86,orange
100,76,77,20.28,61.36,5.9,118.33,orange
88,57,87,27.87,64.3,6.58,170.33,orange
89,68,53,31.62,76.86,5.93,168.25,orange
106,48,65,25.41,70.48,6.86,177.09,orange
115,40,58,24.9,85.29,5.99,233.3,orange
69,51,100,25.11,83.16,6.16,88.9,orange
107,68,62,31.42,71.13,7.16,192.31,orange
69,75,70,33.43,79.32,7.39,120.74,orange
115,55,42,23.65,84.68,5.85,182.04,orange
79,71,41,21.74,67.79,7.29,185.55,orange
64,71,45,27.34,76.03,7.37,219.74,orange
95,53,74,31.03,83.39,7.21,111.79,orange
120,78,72,30.85,89.13,7.22,91.82,orange
112,42,88,25.28,70.86,6.42,187.38,orange
100,79,92,21.32,84.5,7.47,193.82,orange
87,68,59,28.74,86.81,7.24,157.56,orange
104,67,44,33.59,65.42,5.86,174.92,orange
102,46,50,29.81,83.8,6.8,236.39,orange
105,75,41,25.62,75.32,5.59,227.37,orange
120,59,67,23.1,65.6,6.38,218.62,orange
116,63,49,22.65,72.07,5.6,192.2,orange
97,70,59,21.86,74.48,5.55,168.56,orange
107,58,65,28.98,78.84,7.5,81.91,orange
108,77,49,27.95,69.79,5.7,83.68,orange
62,54,79,24.28,73.41,6.59,145.59,orange
103,50,46,25.08,76.86,7.31,160.1,orange
95,45,75,20.32,71.54,6.01,249.92,orange
64,65,55,20.96,86.61,6.98,158.85,orange
103,80,88,33.11,69.13,6.21,203.86,orange
100,48,89,26.19,87.13,5.73,152.2,orange
70,70,59,28.11,71.25,5.58,151.34,orange
66,69,80,33.08,62.56,5.96,180.64,orange
65,47,53,21.28,68.55,7.07,248.82,orange
62,72,80,22.94,71.91,5.66,172.53,orange
72,71,47,22.77,87.63,5.81,203.05,orange
100,63,79,22.54,70.38,6.76,205.92,orange
102,57,81,34.83,80.55,6.25,236.39,orange
102,66,57,24.74,64.6,7.15,156.05,orange
94,48,71,20.1,68.79,6.03,98.39,orange
103,58,89,32.42,82.34,6.67,138.84,orange
109,68,62,27.83,80.27,5.9,159.18,orange
104,74,80,32.1,65.92,6.19,199.55,orange
83,49,42,28.65,72.82,6.11,198.91,orange
111,73,97,26.75,78.25,5.95,226.27,orange
110,80,88,33.79,79.61,7.07,191.32,orange
76,79,55,29.98,75.91,7.02,204.6,orange
120,79,98,32.3,65.94,7.37,239.86,orange
104,50,99,23.99,74.42,6.01,244.07,orange
84,41,97,34.12,72.94,7.04,96.94,orange
106,47,42,31.03,67.8,5.92,125.84,orange
112,58,69,27.68,86.76,6.02,139.4,orange
102,46,89,24.63,87.09,5.83,200.99,orange
63,51,62,33.6,74.55,6.67,156.73,orange
81,76,58,23.9,79.12,6.97,91.14,orange
114,79,59,33.09,62.87,5.95,175.24,orange
61,69,86,32.36,81.87,6.36,197.51,orange
111,77,64,22.2,79.83,6.9,140.02,orange
74,62,85,29.04,89.0,6.36,133.72,orange
72,76,65,22.87,74.24,5.97,175.41,orange
93,67,54,30.42,72.74,7.11,215.63,orange
84,63,74,22.67,86.26,6.23,122.06,orange
78,56,88,31.04,80.77,5.77,168.07,orange
97,45,62,22.04,66.74,6.2,152.24,orange
96,54,84,34.45,82.74,6.72,106.48,orange
103,41,96,33.14,68.73,6.22,133.66,orange
63,72,91,23.53,70.74,6.17,148.71,orange
72,40,43,34.81,84.68,6.75,108.38,orange
88,73,60,25.03,77.29,7.28,174.85,orange
84,72,75,25.32,74.95,5.86,229.8,orange
112,45,45,31.06,70.72,5.97,169.67,orange
83,68,64,26.52,71.7,6.66,218.31,orange
81,57,79,24.75,73.83,5.71,147.92,orange
100,77,72,29.0,70.18,6.58,167.7,orange
77,51,90,25.58,88.92,6.68,86.4,orange
114,65,49,25.17,61.63,6.44,128.37,orange
72,55,73,34.57,67.02,7.34,142.59,orange
119,53,82,33.51,73.62,7.35,122.74,orange
119,51,82,21.12,61.89,7.44,106.73,orange
74,70,91,20.82,82.85,6.19,116.01,orange
117,48,99,27.04,85.89,6.21,200.65,orange
100,47,50,23.9,65.07,5.59,222.59,orange
77,80,83,31.45,78.21,6.81,176.09,orange
78,45,67,24.23,60.4,6.95,144.04,orange
79,70,61,20.4,60.44,6.5,143.37,orange
101,40,46,26.8,65.74,7.24,132.55,rice
71,36,48,28.96,76.41,6.67,74.55,rice
86,33,48,26.55,69.3,6.76,118.05,rice
79,34,49,29.0,60.02,7.01,128.32,rice
93,39,31,32.46,63.17,7.48,183.94,rice
80,54,60,25.36,57.17,6.2,143.43,rice
73,51,35,21.99,70.43,5.7,145.88,rice
79,34,42,30.89,54.88,5.78,59.84,rice
103,48,37,34.0,72.1,5.78,178.48,rice
74,36,32,23.13,64.39,5.77,172.4,rice
98,45,51,29.73,66.32,6.62,116.68,rice
78,53,40,22.54,53.5,6.32,141.76,rice
86,51,46,26.51,59.84,6.51,195.12,rice
116,49,47,21.23,78.51,6.82,106.02,rice
110,42,57,33.13,62.35,6.85,122.41,rice
80,59,56,26.57,73.35,5.91,88.11,rice
71,49,59,33.42,60.28,7.08,102.23,rice
75,35,38,31.95,77.39,5.78,57.79,rice
78,58,51,25.79,75.37,5.98,120.12,rice
107,57,56,34.71,67.44,6.81,75.45,rice
81,40,60,27.45,62.14,7.22,101.14,rice
98,35,58,33.75,76.79,7.18,122.24,rice
108,34,38,34.99,63.57,5.68,100.76,rice
108,32,32,29.95,75.12,6.29,126.32,rice
89,34,38,27.05,67.23,6.45,76.21,rice
93,43,31,28.16,52.86,7.35,92.15,rice
78,55,41,26.86,72.53,6.74,182.07,rice
87,36,32,31.63,68.81,6.63,175.52,rice
81,39,47,25.22,78.11,5.77,88.52,rice
78,58,45,23.14,51.25,6.41,54.53,rice
93,55,41,34.68,74.01,6.01,157.82,rice
106,47,44,22.14,77.6,6.46,109.43,rice
116,44,41,33.92,75.16,7.16,66.48,rice
101,60,47,31.13,58.2,6.64,136.93,rice
119,60,48,32.6,55.68,6.99,110.38,rice
116,45,46,27.15,77.49,7.03,113.62,rice
82,41,44,31.49,61.66,6.1,59.9,rice
86,51,49,31.99,78.14,6.11,60.22,rice
73,55,34,27.26,65.78,5.74,125.83,rice
93,36,34,21.17,58.3,6.2,67.87,rice
83,30,52,22.86,75.82,7.19,85.77,rice
102,55,34,21.04,62.67,6.41,113.22,rice
111,53,39,34.1,57.27,5.82,66.21,rice
107,38,40,31.98,59.24,7.18,194.82,rice
116,54,47,20.14,60.75,5.77,62.81,rice
77,58,47,22.29,53.96,6.88,115.93,rice
115,41,52,34.13,73.7,7.37,172.58,rice
119,59,37,33.18,57.66,6.54,55.38,rice
109,44,47,30.48,77.09,7.06,59.86,rice
110,37,35,25.53,54.34,6.56,64.88,rice
112,59,37,22.18,55.32,5.7,105.77,rice
92,35,50,23.78,68.68,6.69,97.03,rice
102,58,44,21.5,65.51,5.95,123.66,rice
73,56,31,21.71,59.41,5.52,77.55,rice
70,38,45,29.36,51.77,5.77,167.84,rice
100,49,60,27.43,69.08,6.47,60.09,rice
91,55,36,28.01,74.82,7.04,89.26,rice
102,38,47,33.32,78.42,7.43,142.61,rice
92,41,51,21.17,61.1,5.77,179.18,rice
82,42,53,27.29,74.03,6.57,82.4,rice
114,57,36,30.39,63.38,5.77,141.49,rice
100,48,43,21.21,76.5,5.75,108.75,rice
117,57,53,20.33,67.74,7.45,106.4,rice
104,50,41,26.73,70.35,6.76,111.57,rice
115,47,56,23.71,77.25,6.78,80.04,rice
84,56,32,27.33,50.22,6.38,97.7,rice
107,56,48,23.04,69.3,5.54,156.2,rice
110,31,54,27.07,62.04,6.19,157.53,rice
86,58,41,28.67,63.0,6.36,135.32,rice
108,38,40,26.42,66.71,6.26,126.67,rice
76,50,37,28.13,53.45,6.79,105.85,rice
112,57,59,29.24,55.69,7.25,51.32,rice
82,30,34,27.53,71.1,7.0,86.75,rice
77,50,46,32.78,63.75,6.04,109.44,rice
81,34,40,22.98,65.36,6.57,52.45,rice
88,57,51,28.16,61.55,7.2,176.62,rice
89,55,45,26.23,72.66,7.02,178.86,rice
102,49,39,33.3,62.59,6.97,86.01,rice
89,54,55,33.53,62.82,6.59,58.36,rice
99,41,35,24.76,77.82,5.63,170.57,rice
114,50,35,32.21,66.06,6.78,188.52,rice
110,38,58,23.81,64.81,6.25,126.04,rice
87,30,49,26.48,77.11,5.94,180.7,rice
107,31,40,32.51,53.01,7.49,145.87,rice
70,58,60,21.73,65.18,5.95,64.53,rice
101,56,50,29.52,71.04,5.55,148.93,rice
82,49,48,24.67,51.91,5.62,157.17,rice
104,38,47,26.4,73.68,6.35,194.76,rice
107,35,42,33.79,64.88,6.76,86.5,rice
91,59,30,21.51,61.55,7.12,154.82,rice
72,41,44,32.73,77.91,5.88,70.64,rice
84,41,57,21.4,66.97,6.1,187.04,rice
119,56,43,25.62,72.93,6.8,135.01,rice
102,39,43,26.42,54.61,6.36,66.87,rice
75,39,57,32.71,73.03,6.85,69.0,rice
120,44,43,24.61,60.92,6.15,55.86,rice
103,54,43,25.53,52.55,6.68,82.75,rice
109,40,50,22.7,58.39,7.08,128.09,rice
72,41,59,30.11,64.07,6.32,116.75,rice
86,48,30,26.26,66.4,6.59,146.04,rice
115,50,40,32.48,63.86,7.36,193.9,rice
114,47,33,25.85,55.31,7.01,153.26,rice
103,40,32,34.8,63.48,5.67,71.16,rice
86,43,41,32.77,56.69,6.93,67.65,rice
96,34,36,32.74,78.18,5.59,77.62,rice
91,44,31,31.74,69.97,5.9,148.82,rice
119,42,43,21.41,58.58,7.49,117.95,rice
114,31,42,28.29,52.19,5.77,59.37,rice
97,48,35,33.71,50.12,5.62,81.85,rice
99,56,47,25.32,59.26,6.04,55.24,rice
92,56,59,27.38,53.16,6.76,174.04,rice
103,59,44,29.28,78.55,6.31,100.24,rice
71,51,57,33.57,68.32,6.38,162.37,rice
103,47,52,23.04,64.76,5.91,54.81,rice
80,39,43,24.26,63.31,7.14,154.83,rice
113,55,54,27.55,66.82,6.43,162.56,rice
106,32,57,20.83,59.26,6.78,175.9,rice
71,48,60,21.47,73.82,6.21,105.36,rice
90,45,38,26.37,73.06,7.05,156.25,rice
85,45,45,33.88,72.67,6.01,176.54,rice
73,41,72,28.09,66.57,6.78,112.76,papaya
85,71,45,31.96,65.47,6.49,213.28,papaya
67,62,48,33.75,61.66,6.11,230.9,papaya
103,53,92,34.86,69.95,5.76,97.02,papaya
114,77,53,33.53,85.21,7.38,190.7,papaya
111,66,83,33.51,65.38,7.0,160.98,papaya
71,63,75,27.66,64.84,6.33,240.3,papaya
89,54,69,34.24,74.14,6.45,189.28,papaya
64,45,71,21.99,77.25,6.29,231.94,papaya
64,44,47,26.21,72.52,5.56,86.94,papaya
80,74,90,33.65,62.54,6.64,240.75,papaya
98,62,46,22.77,63.22,6.48,248.93,papaya
111,53,63,23.51,72.09,7.2,225.52,papaya
114,48,91,26.67,83.43,5.8,172.96,papaya
93,73,70,29.87,74.43,6.67,211.57,papaya
103,76,95,29.49,62.76,5.97,98.6,papaya
84,45,90,30.93,65.22,5.96,147.41,papaya
91,68,98,20.45,60.33,6.71,206.88,papaya
111,80,54,30.04,67.0,6.88,104.71,papaya
62,53,57,21.09,68.55,6.21,115.67,papaya
95,59,74,34.66,85.54,6.73,125.29,papaya
65,46,66,33.81,64.69,6.07,179.34,papaya
86,53,46,33.96,78.94,5.97,214.69,papaya
71,80,68,27.63,73.93,6.31,211.04,papaya
81,40,62,24.95,81.27,5.8,193.79,papaya
71,80,86,23.59,75.69,7.28,86.56,papaya
86,66,97,21.93,61.5,6.71,234.85,papaya
89,76,79,32.7,71.28,6.65,132.06,papaya
120,74,92,28.59,62.53,6.81,240.15,papaya
109,77,73,26.92,75.41,6.15,232.08,papaya
92,48,68,34.17,66.97,5.81,109.59,papaya
63,46,61,27.11,63.44,5.59,242.76,papaya
112,53,93,32.12,61.41,6.1,242.0,papaya
98,55,67,21.75,61.5,6.65,224.57,papaya
90,61,79,24.73,79.42,6.41,82.77,papaya
118,56,48,25.61,81.57,6.28,82.64,papaya
89,43,76,20.28,64.63,7.21,100.96,papaya
97,55,90,32.85,70.04,6.77,117.28,papaya
94,71,51,21.2,74.44,7.47,207.18,papaya
114,42,68,32.91,64.24,6.19,136.68,papaya
98,46,48,20.83,80.66,5.7,142.15,papaya
92,63,97,20.98,88.65,6.02,162.94,papaya
67,77,72,32.24,83.69,7.28,184.29,papaya
65,43,87,27.81,62.26,6.71,232.24,papaya
104,58,92,24.48,85.44,6.36,147.89,papaya
116,55,40,21.68,83.81,6.57,187.93,papaya
67,55,79,29.09,76.91,6.06,124.91,papaya
106,46,75,34.65,67.71,6.15,206.3,papaya
75,62,47,21.76,85.54,7.16,147.54,papaya
79,77,98,34.51,78.8,6.76,129.65,papaya
95,61,86,23.91,62.86,6.79,188.86,papaya
89,40,92,31.43,81.48,7.36,229.75,papaya
79,66,96,34.13,88.24,6.16,87.1,papaya
88,75,58,30.1,60.39,7.37,172.18,papaya
73,56,56,32.64,76.81,5.62,102.3,papaya
61,51,100,24.55,73.04,5.87,192.49,papaya
102,80,61,27.86,66.95,5.57,81.86,papaya
69,44,85,24.23,80.36,7.29,244.96,papaya
105,65,77,31.28,69.61,6.77,180.48,papaya
102,47,65,28.42,83.86,7.15,223.54,papaya
71,62,41,25.42,65.23,6.66,195.47,papaya
73,79,88,22.94,65.06,5.77,168.57,papaya
74,76,87,31.07,67.3,7.12,180.59,papaya
62,66,72,20.7,61.55,6.81,102.37,papaya
61,76,94,29.25,77.36,6.58,138.56,papaya
75,76,80,32.0,63.23,7.39,236.95,papaya
87,69,58,29.55,70.21,7.04,193.24,papaya
90,78,40,34.17,74.71,6.09,211.45,papaya
97,56,93,27.42,89.45,7.25,155.91,papaya
81,49,40,31.44,65.58,7.29,106.32,papaya
82,43,63,31.04,88.01,7.23,246.03,papaya
62,76,49,34.36,82.37,7.47,199.61,papaya
64,75,97,26.61,64.89,6.01,147.45,papaya
101,55,44,31.4,86.36,7.35,223.25,papaya
71,65,55,33.64,74.8,6.43,220.23,papaya
78,61,85,25.38,60.29,5.67,166.72,papaya
85,71,44,21.85,69.03,6.54,82.36,papaya
90,63,72,30.69,72.04,6.54,91.67,papaya
76,68,63,29.63,68.2,6.7,156.02,papaya
75,72,76,22.66,75.07,5.81,168.82,papaya
62,64,74,24.24,60.18,5.54,114.42,papaya
62,53,44,28.89,65.85,6.23,108.22,papaya
89,68,85,32.51,66.24,7.16,184.15,papaya
106,76,82,29.85,71.57,7.28,202.03,papaya
100,77,94,23.92,60.31,6.68,188.39,papaya
74,69,80,23.38,80.12,6.25,202.61,papaya
81,75,67,20.34,79.89,6.86,185.09,papaya
118,60,97,25.24,85.54,5.53,122.78,papaya
103,63,58,27.61,89.48,6.61,98.1,papaya
93,77,97,31.76,86.27,6.06,175.23,papaya
114,45,83,24.46,63.46,5.54,85.7,papaya
78,60,91,20.31,67.84,6.76,107.51,papaya
95,40,86,26.62,89.42,6.45,246.53,papaya
76,68,49,22.15,72.38,6.59,223.0,papaya
108,53,60,25.91,89.3,7.07,112.56,papaya
89,52,51,22.7,87.5,7.36,183.89,papaya
94,55,82,21.02,82.57,5.79,153.32,papaya
98,45,96,25.38,83.26,6.59,190.74,papaya
86,43,100,24.98,71.17,5.94,218.17,papaya
100,78,75,27.14,71.53,5.53,100.89,papaya
72,54,89,33.01,76.93,7.31,108.25,papaya
98,72,46,29.76,71.82,6.15,140.24,papaya
94,60,84,33.18,68.55,5.83,182.73,papaya
98,56,83,33.91,66.99,5.77,221.71,papaya
114,56,88,33.75,67.09,6.4,127.76,papaya
64,57,73,33.42,77.31,6.3,94.41,papaya
64,57,53,27.11,61.91,5.78,84.32,papaya
80,43,52,26.87,85.32,6.16,107.05,papaya
72,73,44,33.81,87.18,6.99,119.18,papaya
115,52,73,30.16,72.54,5.62,126.74,papaya
87,44,57,31.37,86.94,6.44,83.56,papaya
110,71,85,29.6,86.66,5.88,84.84,papaya
110,47,43,28.74,77.63,7.18,186.48,papaya
92,80,83,20.39,61.41,6.81,246.72,papaya
78,64,99,29.36,89.86,6.83,155.71,papaya
71,59,96,25.02,72.35,6.0,123.16,papaya
107,72,60,34.18,72.74,7.29,196.39,papaya
79,53,57,22.42,65.96,5.53,153.69,papaya
108,72,96,31.81,65.9,6.01,99.67,papaya
68,41,70,22.83,85.73,6.66,237.15,papaya
52,36,31,30.99,73.78,6.51,144.11,peach
62,56,44,26.42,77.23,5.91,125.35,peach
59,44,54,31.6,78.29,6.08,93.94,peach
45,58,49,23.05,58.89,7.24,168.35,peach
96,49,60,25.21,50.35,6.08,149.98,peach
86,34,58,28.38,68.06,6.09,78.65,peach
56,32,43,25.88,71.47,6.94,132.9,peach
93,39,33,21.99,73.9,7.26,124.22,peach
97,60,31,31.84,51.89,7.05,180.66,peach
70,50,54,32.04,60.19,6.34,186.82,peach
81,49,54,32.18,56.96,6.33,114.41,peach
51,57,52,28.51,64.11,7.38,79.43,peach
68,43,47,34.3,51.41,5.94,84.09,peach
56,57,47,28.01,64.68,6.19,61.96,peach
87,44,31,30.73,62.22,6.75,190.61,peach
82,34,43,25.05,50.77,6.57,80.52,peach
81,35,41,26.8,64.65,6.95,80.65,peach
56,53,47,28.38,60.8,5.93,69.36,peach
60,34,49,21.08,52.15,7.21,157.08,peach
89,40,57,23.25,54.54,6.12,55.86,peach
78,46,54,28.6,79.25,6.6,183.83,peach
68,52,53,32.24,76.02,5.61,125.85,peach
62,55,45,30.9,72.25,6.89,143.86,peach
86,30,42,30.98,76.47,5.86,171.59,peach
59,42,54,31.06,56.14,5.6,138.19,peach
67,60,38,22.54,73.71,5.7,197.14,peach
63,43,54,31.4,57.7,7.19,89.19,peach
66,47,41,30.08,65.99,6.38,93.5,peach
98,60,34,33.41,78.75,6.89,75.07,peach
58,50,53,22.31,65.69,7.11,169.84,peach
100,59,45,23.49,70.28,6.66,112.1,peach
55,55,40,30.46,60.13,6.21,75.22,peach
44,54,48,33.51,68.89,7.27,180.98,peach
74,40,36,29.81,70.74,5.84,64.33,peach
43,37,38,28.83,59.23,5.64,79.54,peach
46,57,40,32.21,69.96,6.8,96.11,peach
46,41,59,34.73,62.93,6.36,87.39,peach
69,54,58,29.52,54.04,6.31,156.6,peach
49,42,47,32.66,74.32,6.8,192.03,peach
71,47,36,32.81,55.35,5.85,151.84,peach
75,43,50,26.43,50.56,5.6,135.02,peach
57,35,33,21.34,72.94,7.12,120.71,peach
46,48,40,29.01,68.66,6.98,109.26,peach
56,34,43,27.2,68.96,6.9,94.37,peach
46,58,56,32.14,71.76,7.22,165.57,peach
56,41,43,24.28,68.6,6.42,116.7,peach
66,49,38,24.83,77.78,7.3,193.42,peach
94,50,46,20.73,60.51,6.78,166.84,peach
64,34,41,22.33,76.0,6.61,70.71,peach
84,36,59,25.53,75.64,6.84,57.73,peach
78,53,59,26.39,51.46,5.96,156.27,peach
82,34,33,32.81,75.13,7.16,115.35,peach
77,34,49,24.81,58.39,7.1,178.29,peach
58,30,38,27.67,75.99,6.94,125.26,peach
44,44,32,25.18,58.24,5.99,93.47,peach
51,40,51,33.92,74.82,6.85,108.76,peach
48,31,58,28.5,60.88,6.14,180.96,peach
63,31,43,30.34,60.99,6.49,132.56,peach
59,58,44,30.74,50.34,6.02,52.47,peach
54,46,44,29.18,79.96,7.09,152.04,peach
56,57,45,29.1,78.53,6.99,91.92,peach
80,34,46,29.8,67.48,6.63,104.22,peach
50,56,58,24.68,65.53,7.11,91.25,peach
66,44,34,30.81,50.5,6.01,131.88,peach
62,49,53,26.44,52.93,6.43,184.69,peach
43,39,58,27.71,57.28,7.14,107.05,peach
70,38,47,20.3,52.23,6.31,56.94,peach
92,43,33,33.33,53.89,5.66,61.65,peach
52,43,36,29.73,64.4,6.89,142.62,peach
99,46,54,31.59,75.85,5.89,77.89,peach
64,32,56,33.36,54.08,5.97,194.83,peach
62,40,31,24.73,74.46,6.43,72.25,peach
96,39,58,27.93,69.98,5.63,178.99,peach
58,48,43,33.66,61.17,7.49,61.74,peach
70,39,30,31.18,66.31,5.84,109.93,peach
52,52,31,31.84,56.65,5.84,126.34,peach
55,34,43,31.38,54.64,6.28,130.78,peach
67,60,39,29.3,59.43,7.48,88.62,peach
95,38,48,24.15,72.36,7.29,152.02,peach
68,47,44,28.83,65.85,6.12,111.72,peach
75,42,33,20.51,68.71,6.4,89.88,peach
53,30,35,21.56,53.14,7.3,115.18,peach
91,35,60,29.42,70.88,5.9,154.6,peach
81,31,41,32.24,78.49,7.1,79.76,peach
48,30,30,21.41,56.33,6.71,174.04,peach
97,54,44,27.67,55.09,5.71,188.33,peach
74,39,55,34.99,79.02,7.13,150.25,peach
52,45,51,29.36,75.66,6.98,197.3,peach
94,37,54,30.11,63.43,6.08,169.6,peach
94,47,54,26.64,68.1,7.15,139.74,peach
45,50,41,33.68,52.98,6.88,184.64,peach
85,30,40,28.72,64.51,5.93,120.09,peach
88,50,49,25.5,64.53,6.47,64.71,peach
99,58,52,27.22,64.79,6.97,156.36,peach
62,32,33,31.36,70.57,5.93,165.19,peach
55,48,39,23.85,73.74,5.63,107.75,peach
76,39,54,26.9,67.61,6.05,192.68,peach
45,57,54,22.13,74.25,6.78,151.35,peach
49,39,58,28.92,74.47,6.81,147.59,peach
74,60,32,25.54,56.81,6.57,163.81,peach
88,51,45,31.92,68.65,7.48,65.33,peach
40,46,59,20.26,50.74,5.89,90.38,peach
52,46,48,25.39,56.84,6.41,163.76,peach
61,33,41,34.96,50.05,7.11,115.54,peach
66,40,35,32.55,67.72,7.17,73.71,peach
52,43,31,27.07,67.45,7.4,175.99,peach
76,44,36,30.59,77.37,5.56,124.37,peach
48,41,46,32.92,64.34,6.56,106.2,peach
64,53,50,25.36,75.35,6.73,85.65,peach
88,39,30,22.24,55.36,6.38,106.34,peach
56,37,31,32.46,61.88,6.48,128.78,peach
97,33,43,28.01,57.75,7.25,161.53,peach
54,59,44,31.15,69.72,5.83,81.92,peach
100,33,42,30.06,65.84,6.98,183.29,peach
66,42,37,23.24,59.12,5.55,81.36,peach
55,43,54,22.04,57.56,7.35,110.8,peach
97,35,57,30.77,78.46,6.67,147.69,peach
46,59,30,31.72,61.4,5.6,144.32,peach
48,43,53,33.79,61.78,6.99,69.98,peach
51,32,31,25.0,51.34,7.34,75.78,peach
109,74,47,27.97,67.18,7.14,192.28,pear
113,52,63,27.12,62.57,7.3,91.34,pear
97,46,60,22.13,83.33,7.11,154.4,pear
69,51,43,32.15,77.62,5.61,90.44,pear
69,79,46,33.14,72.51,6.94,163.41,pear
102,60,98,21.52,79.24,7.11,218.81,pear
98,62,92,23.67,85.01,6.32,171.8,pear
102,40,97,32.88,68.21,6.46,80.84,pear
99,53,97,22.27,83.89,5.97,176.34,pear
80,45,69,29.99,77.51,5.83,135.23,pear
97,41,59,29.53,75.74,6.96,162.47,pear
85,56,46,20.43,86.18,6.5,106.07,pear
76,77,63,33.71,87.76,6.67,142.64,pear
113,55,91,26.7,87.04,5.72,231.71,pear
83,74,70,34.14,64.34,6.21,201.08,pear
96,67,62,27.43,61.81,7.17,162.34,pear
69,48,64,27.59,85.12,6.04,142.7,pear
101,42,91,28.72,72.18,7.37,112.73,pear
108,59,95,32.0,84.28,6.99,200.62,pear
80,57,94,23.87,65.57,6.76,105.62,pear
112,66,68,22.43,60.15,6.06,242.51,pear
69,49,43,33.41,89.87,6.6,116.28,pear
111,53,48,27.66,86.89,7.2,93.29,pear
81,42,79,21.52,75.19,6.87,91.67,pear
100,42,67,21.62,63.47,7.4,149.13,pear
64,61,54,25.61,81.96,6.82,88.39,pear
73,54,87,32.16,70.06,5.92,181.23,pear
76,68,59,33.27,84.16,5.81,218.42,pear
69,70,95,29.43,64.09,5.58,238.26,pear
83,72,81,21.06,63.87,6.65,89.46,pear
102,50,88,30.92,83.04,6.73,126.27,pear
75,43,66,27.11,63.53,7.38,193.89,pear
117,49,50,24.04,66.61,7.33,216.05,pear
98,63,73,23.76,64.15,6.0,154.58,pear
69,78,100,21.33,75.03,6.34,189.15,pear
101,58,60,22.17,82.3,5.71,191.17,pear
79,42,76,28.2,71.75,5.93,192.81,pear
110,71,81,32.95,75.46,6.02,175.26,pear
62,74,100,22.84,81.6,5.96,129.51,pear
99,67,42,22.6,79.98,7.05,149.77,pear
118,61,100,28.04,89.96,5.58,150.16,pear
90,69,41,34.18,67.3,6.47,133.83,pear
68,50,98,28.56,61.59,6.03,171.65,pear
73,78,58,32.86,65.23,5.61,98.27,pear
115,57,77,21.94,62.67,6.59,187.83,pear
79,54,83,26.73,78.0,6.11,133.19,pear
103,52,52,26.85,64.03,5.72,211.14,pear
67,46,56,22.71,87.58,6.86,119.51,pear
95,66,97,28.77,63.46,6.92,184.16,pear
91,73,44,24.86,75.6,5.98,207.92,pear
61,40,73,33.41,88.63,5.75,146.78,pear
66,43,93,32.97,66.99,6.28,147.94,pear
114,68,93,30.63,73.59,5.62,245.75,pear
86,51,87,26.29,66.9,6.96,183.21,pear
91,58,93,21.43,88.96,5.9,145.63,pear
102,79,52,34.28,89.13,7.16,101.02,pear
111,56,44,22.38,84.56,6.96,129.09,pear
110,74,99,24.96,87.3,5.56,182.48,pear
113,59,93,24.35,69.85,6.92,84.89,pear
119,76,79,33.41,70.87,6.92,191.53,pear
91,51,55,33.39,66.31,6.51,122.37,pear
70,73,69,29.73,82.34,6.69,123.34,pear
70,64,88,23.67,62.07,6.63,103.33,pear
102,74,91,22.9,70.66,6.01,141.26,pear
69,40,81,26.57,74.89,6.45,88.41,pear
71,56,47,20.19,75.82,6.2,119.6,pear
